i,j,shared_len
330,265,35.27550897351194
330,1038,18.806503289301894
330,67,3.46317653785751
330,984,9.992813137436492
330,574,0
330,734,3.1351710558959383
331,898,0
331,1284,44.643028652004894
331,1246,0
332,1650,0
332,1028,52.201532615332745
332,378,31.602450972381867
332,379,19.56213886269851
332,380,11.47308951588017
332,381,48.991069136186404
332,459,32.038923430607575
332,6,0
332,497,28.922266196686188
333,6,22.20360335226569
333,497,0
333,1168,0
334,333,0
334,113,88.32326986700616
335,289,56.23135528908102
336,319,162.3952375941042
336,110,0
337,1,18.82989217189209
337,188,3.9734703828502416
338,169,7.147090317008743
338,281,0
338,170,2.23606797749979
339,1151,52.86226504497742
339,296,0
339,711,36.99213352684601
340,1106,100.45246266973224
341,1215,20.734961523469586
341,235,12.50823669020583
341,226,9.269765331155025
341,1288,32.79082965005026
341,223,8.773446893737248
341,237,62.097339866302335
341,236,8.818476558948202
341,68,9.766780425079322
341,162,13.87258452198749
341,371,10.381753863853275
341,578,0
341,1115,62.48367665789138
341,576,23.15625468158946
341,202,15.160672712296206
341,69,10.010162308129269
341,75,47.55730030361828
341,224,10.41517353830161
341,1207,8.103302629179648
341,952,9.952807653532542
341,227,7.728448916650447
342,913,40.328200966934205
342,918,0
343,210,53.088883228358746
343,943,46.238512086787566
344,1184,0
344,1177,37.75043680336644
344,1394,9.016665125255336
345,302,80.82265714466504
346,908,0
346,1218,77.4919350642375
346,801,0
347,1173,82.6349291015302
347,1073,12.008327992003851
347,281,5.147534237823876
347,76,0.009859074019429233
348,570,0
348,972,15.101528346786166
349,1538,0.001038391748119246
349,1596,69.89112895954364
349,1537,70.64927894142005
349,1584,0.0031149119031405334
350,42,0
350,991,221.36995617101934
350,1067,109.10384569160094
350,859,120.91444206726406
350,778,19.879098281116526
350,907,113.21562687167136
350,1194,7.02123766763355
350,575,8.882328702357452
351,1504,0.0010401695948075202
351,1480,1.209717266852489
351,1487,22.58624310599816
351,1501,140.67186793267166
351,1488,12.076369276084504
351,541,15.300895094873997
351,633,4.388475622358061
351,1505,3.1683566593174186
351,846,136.24182338997636
351,745,1.2419246605964007
351,504,0
351,863,0
352,1155,0
352,402,39.25647462517356
352,722,0
352,341,17.547387269944295
353,389,0.002529217308134495
353,1399,0
353,172,23.460255902325663
353,1611,7.190044966195917
354,398,37.80474426305719
354,383,26.639031652434866
355,1243,61.67306129787543
355,1044,13.381250967065391
355,58,29.451905526618127
355,1358,0
356,1627,0
356,1628,7.523110169371009
356,1645,6.102378932368483
356,1646,6.049296666396482
356,1587,81.68007659816689
356,1012,0
357,330,88.09086218218096
358,294,14.810682768527391
359,949,18.89740507104656
359,1069,18.3775351145585
359,220,0
359,146,14.773453440701143
359,221,9.534711531433778
359,1061,0
360,1089,NA
361,1453,0
361,40,27.730849247724095
361,1317,16.08389256371423
362,1163,32.82347997077043
362,908,37.41305817855027
362,1218,0
362,239,0
363,1132,12.957246806312899
363,1416,17.684098294557252
363,308,2.973291778638458
363,1278,11.958774070996617
363,851,19.413365828591303
363,870,25.96899055433904
363,852,0.0010388072540611342
364,958,0
364,1086,26.076809620810597
365,102,10.418032443815031
365,89,0
366,761,0.003009416774837718
366,531,9.110445257948125
366,1546,21.13118559349254
366,581,70.02128140859308
366,1513,22.051035501795496
366,1101,20.846695244052036
366,1634,0
367,1405,14.644535518987434
367,941,60.45960192543953
368,962,0
368,122,20.615528128088304
368,1219,0
369,1152,15.35999775574141
369,1025,13.573071580346106
370,1411,13.74847398067255
371,721,0.003018059358233742
371,1620,43.80296365217848
371,1160,77.6343591776377
372,903,124.03706880543415
372,849,6.200971458886101
372,190,0
373,1403,0.0010001512062538436
373,374,10.078606536470197
373,1390,20.7021300469177
373,396,94.63602853931249
374,667,5.04103608956267
374,373,16.335081561635906
374,1290,12.748800288000298
374,453,0
374,1428,9.207379501289841
374,799,8.945675444695116
375,1486,33.83422173380188
375,1196,0
375,1483,33.83422173380188
376,1127,38.118237105091836
376,994,0
377,596,0
377,1613,26.03329478533215
377,857,124.28048352017223
378,850,30.14643281086036
378,1483,13.537376573775433
378,852,16.934617922430363
379,118,0
379,1452,23.08679276123039
379,1269,0
380,452,6.044512286619107
380,668,27.71645034022698
380,744,6.6504299045675985
380,872,22.877720920868015
381,94,0
381,287,77.91760461073679
381,322,0.00676808692698194
382,119,82.96987405076617
382,961,0
382,937,0
383,1402,83.67082432439415
383,1145,14.334395743209647
383,1406,0
385,294,11.319098566757825
385,289,0.0010471920147088329
386,1246,0
386,98,31.04834939252005
386,258,0
387,1302,0
387,1024,32.95848893351054
387,1198,38.07922520390783
387,1387,0
388,728,8.563897191422384
388,1110,16.693462793549898
388,642,7.026392900443834
388,748,7.370533198490032
388,798,40.31885782286023
388,1249,8.17966388162959
388,659,10.082919868820433
389,1231,50.56531934422517
389,926,0
390,896,40.95532250354878
390,1223,27.461620946331625
391,1251,32.720560185935454
391,1212,21.88599716647634
391,276,0
392,1017,6.2019717830182355
392,1000,14.403986160090803
392,819,0
393,1043,0
393,1125,26.69756331975298
393,563,15.028766392928382
393,645,5.781568716206038
393,1201,0
394,276,22.360679774997898
394,1074,0
394,1212,0
395,564,160.91463922873976
395,1341,156.54347154962002
395,509,33.07631440048723
395,514,28.824483662753998
395,629,73.85800543211862
395,1118,8.117325406080997
395,911,7.421810715510809
396,23,103.13591553365839
397,84,72.32073406359649
397,1432,0
397,990,1.549832902212609
398,867,55.29137884218321
398,458,7.882975664641021
398,1456,0
399,1471,0
399,1365,13.710330677885839
399,627,32.60930391797446
399,774,0
400,193,84.62555532633274
400,137,0
401,108,0
401,1467,38.008325094157925
402,1047,0
402,318,161.75769220701386
402,1214,0
403,912,101.43229455868632
404,1391,0
404,179,6.216016655207945
404,922,7.506342574089681
404,204,46.192155786636796
404,52,5.627588035545845
404,1413,3.838917078093443
404,196,6.629099179771722
404,31,5.923214771101952
404,1046,0
405,897,49.40014942259708
405,78,37.94733192202055
405,891,14.514926556123708
405,44,0.0020000367092454503
405,663,0.8700159778101318
406,1297,32.87559139605053
406,568,18.26158176634877
406,806,73.67954125001798
406,34,17.97404090510999
406,404,107.71395027778551
406,423,10.743282797659269
406,638,2.564009854093432
406,706,5.922275914548006
406,1002,8.12108480702895
406,177,0.003625483799439937
407,140,2.220288846190816
407,1598,9.646355168344314
408,18,0
408,1378,72.67965804482533
408,361,30.44158859924776
408,152,7.675374242848988
408,153,7.163131151424532
408,998,41.583523021530866
408,580,0
409,1094,40.09262496555854
409,1095,0
410,124,8.196996439030176
410,1040,0
410,1098,0
411,425,14.329273166601155
411,356,10.156378768803883
411,954,11.959712919667732
411,1589,0
412,940,107.29762463482743
412,1416,1.9427757835748478
413,304,0
413,965,38.66013085495885
413,712,23.408536277549466
413,754,7.6442175628316935
413,791,9.992974831119671
414,245,30.35307821816863
414,1344,0
415,665,40.25154713073667
415,483,19.50502409308973
415,556,59.00109179812428
415,895,0
416,1254,0
416,1457,117.63918790887483
416,1149,0
417,1481,19.156325877925024
417,1483,19.488842417199464
417,1486,22.600750135158084
418,1486,0
418,1196,10.085940555797922
418,1484,4.097239195950997
418,1397,15.803783675600632
418,1491,21.792485035447555
418,854,0
419,1124,154.22661197994188
419,1200,0
420,1409,23.37762461755451
420,723,23.376405335703986
420,1209,0
421,247,112.98597007681609
421,1459,0
422,970,0
422,1593,59.62143066684343
422,460,26.487410108987987
422,1420,25.77217929314454
423,178,47.98188333991599
423,301,140.44727715538838
424,609,5.113972097330937
424,1109,22.285704201239888
424,458,0
424,1456,67.62773480894974
425,1587,0
425,1242,0
425,1012,67.446274915669
426,524,3.453936075021952
426,715,18.501094766232185
427,1507,34.37041133093868
427,421,0
427,353,20.16453688516608
428,1206,22.761115357212752
429,1519,0
429,1560,1.9028305018901912
429,1547,72.67937652615085
429,1533,152.0160279424403
429,1536,96.27197088549312
429,1548,31.747198450299287
429,1549,12.909048479205445
430,1242,35.4400902933387
430,1012,0
430,1077,0
431,1135,41.21974797465204
431,1368,13.139949270857654
431,1643,28.171312257617522
431,792,5.194783279350025
431,810,49.76309353841097
431,511,9.51871114514092
431,1619,5.162561623736269
431,1037,33.55132467194869
431,788,22.874020197569326
432,163,7.465348477732837
432,1372,71.00150832432061
432,161,114.0175428480921
432,983,0
433,1380,164.13399495184922
433,671,0
434,1433,6.142816312776471
434,54,6.128524219542779
435,1555,1.24702027732566
435,1554,0
435,1534,61.27377374922073
435,1556,35.42352521500034
435,1535,27.18814555992889
435,1538,0.005226278433554521
436,845,4.217778014503883
436,268,45.60240743750288
436,315,12.867285315056314
437,322,76.8392983561562
437,326,0
438,653,52.43698194542117
438,713,6.911080322373872
438,616,6.647988736654099
438,1072,0
438,584,34.0458916886803
438,61,0
438,309,18.63849594588519
438,786,22.762087646326705
439,761,231.17356058983086
439,531,0
439,357,31.118646964057035
439,447,26.642411040771982
439,286,40.599293353586745
439,966,36.577920339368056
440,1649,51.35758802060049
441,1285,30.197442539085472
441,1141,5
441,676,37.48332962798263
442,1407,47.80167361086848
442,1459,0
442,1237,0
443,325,42.050843118222616
443,1305,0.005278922053184834
444,980,25.50080350598518
444,1154,0
444,1082,84.93927648105871
444,1081,0
445,1382,63.06346010171025
445,320,0
445,967,0
446,1491,0
446,854,7.619462822135368
446,1624,7.619462822135368
446,853,0
447,651,2.9718101998898208
447,1544,0
447,1301,41.940014128828466
447,1321,0
448,1380,0
448,671,89.17527760549822
449,538,31.229258546340816
449,1266,12.67736110945311
449,1395,0
449,526,65.63547355063912
449,488,16.509795820591627
449,1293,31.185442942038733
449,1594,5.872957184304134
449,1604,0
450,855,111.05233798794822
450,1026,63.41158762448948
451,529,14.99716592343308
451,1367,10.529826652988433
451,717,10.39705627629544
451,1144,27.397406548163872
451,1129,0
452,762,24.671027840668955
452,1492,48.96934509990179
452,297,0
452,664,11.957568644878785
452,1509,0
453,889,8.438885542079976
453,997,36.604876843280486
453,837,0
454,32,9.024218722903434
454,490,0
454,1342,7.601813082866231
455,948,23.261675952913745
455,1400,106.00856161308292
455,883,33.469319757716924
455,921,0
456,21,1.3674674402688667
456,1601,44.85647595244519
456,1599,1.2713643112189679
456,1622,10.977723497766316
457,325,0
457,1305,13.960156251880072
458,770,2.1474162937278387
458,594,42.298389965265955
458,1295,0
458,670,40.73841238961505
459,1081,0
459,1254,44.64302857109943
459,1457,0
460,1582,9.299718519530629
460,1571,25.971013918998562
460,134,0
460,1574,14.143321915117644
460,1572,18.78388145639268
461,276,0
461,303,0
461,1074,30.4138126514911
462,1259,51.8019199083827
462,1072,20.47532432482619
462,616,0
463,1549,35.86325753015105
463,1548,9.879049699552578
463,1530,172.6050225958191
463,1551,44.965992257593086
463,1568,13.584992391354753
463,1550,5.438361779709417
463,1552,41.71644651855845
463,1553,42.35018082161501
463,1555,30.61949665612473
463,1554,30.73588898658437
463,1534,1.3187666731504708
463,1556,0
464,916,14.666489584335858
464,177,0
464,1409,72.36042018103345
464,723,23.427101742196953
464,1209,21.51085139034244
465,333,44.64302857109943
465,113,0
466,1284,0
466,1246,41.7612260356422
466,98,0
467,954,0
467,1589,50.15810895243821
467,91,0
468,823,38.26236593869534
468,344,0
468,1091,0
468,627,0
468,774,9.748050228714492
469,77,48.57533815180806
470,800,41.46083646108013
470,602,43.28737015998377
470,709,3.534731286646702
471,1590,30.912521011745092
472,1642,10.686413000121279
472,727,25.1900941917248
472,491,41.06307323113463
472,797,102.22001344989987
472,1192,31.66412990845064
472,184,8.708992459835644
472,183,8.222522809915422
472,199,6.115455829277876
472,1374,0
473,623,34.51009955790019
473,1370,16.306624459151706
473,906,35.676248916430765
474,73,0
474,297,110.22250223978767
474,664,0
475,43,0
475,16,193.49499189769296
476,1289,39.73747949547057
476,1216,57.84792376193169
476,1389,36.7896775779777
477,1461,36.235341863986875
479,1537,0
479,1579,6.168331546604312
479,1584,34.71511596634133
479,1640,34.38250816619363
479,1520,0
479,1576,0.0020930578046053873
480,1257,0
480,1442,60.63805328153816
481,1213,11.075139787591702
481,1406,40.81840408294119
482,1374,82.9967642360769
482,1004,34.08513941158784
482,766,40.60941537860414
482,707,7.690739337623101
482,450,45.67757224672677
482,987,0
483,1310,0
483,648,15.19059926853557
483,1161,14.974831392190563
483,521,11.22452124310303
483,692,10.963426152500746
483,1043,5.4587939803913494
483,1125,0
484,241,0
484,334,23.06672043009729
485,1458,0
485,295,16.1245154965971
485,1353,0
486,1066,0
486,323,46.17358552246078
486,259,0
487,99,101.7841218766571
488,272,39.615023890771475
489,1610,33.77268917333675
489,878,30.866934583630286
489,874,0
489,1366,23.01805181797618
489,924,0
490,38,113.3225485064645
490,1429,0
490,1375,0
491,62,7.615773105863909
491,926,0
492,368,61.83200185089002
492,1095,31.018706762128414
492,1094,0.001034261142773157
492,693,3.6790009071427923
492,588,63.58307385871259
492,369,12.49966762841079
492,925,8.451419035820084
492,1437,8.585584926014262
492,489,0
492,35,5.5572730947676465
493,486,0
493,438,34.079759668125014
493,365,71.70650572198556
493,364,70.62543782420028
493,1070,35.974612519664774
493,439,0
494,388,60.079651005732714
494,1417,20.655316444241745
494,612,9.071813230105908
494,809,10.793752766818026
494,188,0
495,1201,0
495,50,6.686239292405391
495,1367,0.001191426994347989
496,1219,0
496,1454,53.75872022286245
496,959,0
497,1220,53.190398289492116
498,1149,0
498,1121,39.293765408777
498,1011,0
499,1502,71.28648227495383
499,1439,16.128285611033117
500,65,2.597779787249724
500,253,0
500,822,120.25959162980031
501,608,0
501,1245,34.310904529029905
502,45,0
502,1463,24.635572789594846
503,523,0
503,1303,71.22633321671204
503,1282,0
503,737,18.76538938946263
504,753,47.25592832130043
504,635,49.834356458870744
504,948,0.002384590099261988
505,104,62.58594091327541
505,1063,0
506,1103,0
506,171,22.365347192347745
506,118,0.004035941164563223
507,986,0
507,1268,40.50041447964983
507,981,23.63349215840348
507,1639,37.499047312243825
508,109,21.68348341439627
508,1328,29.747719240267983
508,1123,17.187150617172808
509,85,0
509,1156,40.80441152620633
509,1262,0
510,898,45.607017003965524
510,1284,0
511,1354,23.974519068803456
511,1241,15.115363450992131
511,131,58.29589448518681
511,1435,0
511,102,12.010063770507937
512,1020,0
512,522,11.163606465418262
512,482,16.425807451657306
512,826,13.702755446458541
512,1310,14.278492938574601
512,1161,0
513,1011,0
513,1497,38.37169695929609
514,1491,0
514,854,3.668451307826506
514,1624,46.540263152222835
514,853,68.18412586824145
514,1626,49.42361914825686
514,1180,27.709658636479553
514,1320,3.598353512067824
515,696,0
515,1326,34.22860791793613
515,94,0
516,767,4.1963140955775575
516,1260,20.605118871719714
516,1630,5.615800358487355
516,1636,12.263929057894773
516,1633,4.499209673332461
517,53,0
517,838,0
517,1153,36.235341863986875
518,685,1.9420496056452947
518,200,0.36222525193861443
519,1116,98.43379400647989
519,1388,0
519,772,62.697422927144046
519,939,0
520,464,26.445766030578795
520,527,0
520,124,0
520,1040,20.394388036265475
521,63,51.36287306860524
522,1352,55.04738497733646
523,655,202.80701484552333
523,787,9.969866348858357
523,436,0
524,918,25
524,913,0
525,387,84.59051025337988
525,1419,20.710650161887358
525,1049,6.074230515047319
525,1055,0
525,55,0
526,275,0
526,191,52.93245738317577
526,432,13.62381645122403
526,603,21.54889982057793
526,18,26.248809496813376
526,1378,0
527,1148,91.42366478164003
527,1361,0
528,772,0
528,939,186.30351580150062
528,1431,0
529,1632,11.016345201172253
530,1021,8.62197965954581
530,401,22.546693861067105
530,1022,6.194415894124896
531,646,51.77219678487867
531,1337,3.863727093331873
531,1087,211.64202600287743
531,1067,12.73098077237332
531,1319,0.0013799025419720117
531,716,21.64728015222856
531,843,145.780126115352
531,1421,0
532,100,59.30446188945365
533,1610,0.002120638620348599
533,924,106.0490406438719
533,1227,0.005301928976612237
534,919,36.783537110504625
535,973,32.318828799030946
536,915,0
536,1379,115.52056094046635
536,1588,0
537,1386,0
538,42,19.153767398175944
539,947,28.466070226329112
539,10,0
539,1,0
540,1121,0
540,1011,125.96031120952345
540,1497,0
541,1059,0
541,203,7.615773105863909
541,163,7.1543902605157
542,436,40.46698012644608
542,655,0
542,1349,67.1344565123715
543,1466,73.26579448174024
543,430,0
544,59,5.043921414045864
544,1433,1.7717389654143254
544,54,0.01473992471603515
544,101,7.280712079522961
545,1412,85.40727662402162
546,39,0
546,120,110.16351483136329
546,3,0
547,273,104.8616417646743
548,288,61.034455201007276
549,89,60.74537019394975
549,355,0
550,1057,13.778338813579003
550,1129,0.0024859913694618707
550,468,16.73964275962465
550,1595,15.866892658880795
551,708,8.409817855813184
551,831,55.00053682344617
551,569,3.627973862413793
551,533,33.07346338598645
551,1449,20.13692084821149
551,1171,12.008238910377163
551,834,38.324163834079926
551,1170,61.07231947727638
551,343,0
551,543,57.13987119638673
552,1159,12.820388333080313
552,476,8.801799949598106
552,477,13.732993752434524
552,1323,36.99854418551751
552,1458,3.2800785885828883
553,3,0
553,1300,55.10737719763526
553,158,6.651399137241086
553,37,4.118988666836614
553,230,5.996546206845908
554,1092,0
554,1224,14.280508506530882
554,1119,58.851011895264975
554,876,0
554,662,30.05911369543951
555,355,21.315833834849528
555,89,0
555,1573,37.430296394356716
555,1521,104.88891751736323
556,969,0
556,934,18.322622656374257
556,530,9.588113865425523
556,656,61.57935522278776
556,757,3.573396143811609
557,838,40.62509095024886
557,1153,0
558,736,62.54667542660722
558,976,19.45146059920358
558,72,0
559,657,45.48959176674043
559,877,1.3629627745737447
559,513,6.138355668722676
559,782,0
560,323,0
560,259,56.04462507680822
561,222,9.12463184759715
561,337,7.7286852849690035
561,256,7.090591611162925
561,915,25.803639703874552
561,1379,0
562,128,131.48155824237793
563,1180,3.8317382892493406
563,1267,22.613537444502576
563,1320,0
563,858,113.52353844397558
563,1142,84.28567928628142
563,840,110.98509993901023
563,1398,12.081483788628512
563,1623,71.27786494775386
563,1602,3.8944161115612066
564,111,0
564,250,86.53900854527974
565,1485,63.50820175985666
565,598,39.52996853691924
565,362,19.587366524859455
565,599,21.320834618525716
565,505,6.875222654046056
565,779,31.787109860245106
565,643,5.695653565350477
565,1592,371.92077157030485
565,1331,0
566,1015,0
566,314,39.45883931389772
567,1397,3.8710991368416914
567,1491,35.516493037556685
567,854,35.06430377613539
567,1624,3.418909875420388
567,853,0
568,988,101.87393066370456
569,1063,47.12748667179272
569,104,0
569,1066,0
570,856,0
570,44,2.190679222161019
570,663,1.6204884152474144
570,525,25.515142276598414
570,621,8.7373496621717
570,467,31.993529286603852
570,742,5.248502697739427
570,485,14.158378376337565
570,641,22.57913909933378
570,291,0
571,322,0
571,326,57.38466694161429
572,384,208.7716417506716
572,829,39.51435430330785
572,1641,43.97755769006514
572,385,247.6686767643019
572,1014,0
572,65,0
572,253,5.1550120080950546
573,1236,160.53807800560577
573,310,0
574,1280,0
574,1029,22.43568662834302
574,962,20.51002576849694
574,122,0
575,1189,40.556984344094495
575,417,0
575,698,3.621953143453865
575,683,15.162560919713961
575,680,11.004839988921447
575,705,23.845664217849365
576,1407,0
576,1237,112.08925015361643
576,1408,0
577,1099,0
577,1276,24.356800015390256
577,1286,26.313425620442445
578,1494,37.36308338453881
578,1478,0
579,354,11.078149051814316
579,916,12.007977361089763
579,177,33.093693249491245
579,1002,0
579,1409,0
579,1209,0
580,319,0
580,110,149.4281941940311
581,856,60.56494034095097
581,485,0
582,306,0.0031023143523188517
582,1324,47.49655188758776
582,1282,4.136980326665735
583,1273,0
583,1184,62.36986509862605
583,1177,0
584,1543,0
584,182,14.013454322071032
584,1445,0
585,738,12.436218597511353
585,921,0
585,883,22.898664712499254
585,1453,35.09175319560748
585,40,0
586,132,33.7677986962864
587,1611,35.522788645324205
587,1233,44.887351414821616
588,1032,8.246211251235321
588,1031,0
588,20,0
589,636,0.0041710769152272205
589,266,21.943009754698977
590,1067,164.32322317413877
590,991,105.60470241877962
591,920,65.13762948525071
591,1569,4.923644470407661
592,251,45.60701727505485
592,1084,0
593,6,0
593,625,31.27108688835083
593,1168,13.019654301028115
593,1010,17.26267650163207
593,1314,0
594,1495,0
594,93,20
595,1589,0
595,91,17.88854381999832
595,1186,0
596,964,32.57299494980466
596,304,0
597,211,17.204650534085253
598,1183,56.32051136131489
598,917,0
599,149,19.15687658604745
599,1376,0.007182930727456765
599,1248,0.014365861694743926
600,73,125.5516319479471
600,297,0
600,842,18.547452077445342
600,80,19.63830189986573
600,702,100.44526459685738
600,573,30.95932815807162
600,968,8.624786985431813
600,72,16.854637344070753
600,990,6.067576599079195
600,976,0
601,1117,48.02495777946852
601,1174,0
602,229,36.23129725799781
602,885,7.439175160819006
602,848,7.128661663314369
602,186,3.3660379747639917
603,174,6.668078006887358
603,836,2.176275955330687
603,560,0.18906648799389653
603,1146,45.135991200161996
603,103,0
603,986,0.0160984416497066
604,1076,62.05923385311658
604,1226,0
605,1373,6.305209172070089
606,1242,0
606,1077,48.404540921399466
606,306,0
607,185,9.151456785376524
607,228,10.773863307272176
607,156,10.905281357514578
607,13,36.37697188853088
608,532,56.90606479609187
608,552,36.31328139675273
608,688,85.9633296058629
608,1140,66.32593187468095
609,129,99.53343097825797
610,220,15.32166222113123
610,971,10.24512758305586
610,221,13.514971427711389
610,949,13.417067697792591
610,146,0
610,961,0
611,894,75.56249088938347
612,1050,33.291736462060946
612,1275,0
613,938,77.39635588914666
613,1273,59.764683702344186
613,1184,0
614,1010,0
614,1314,17.987888558043917
614,1280,19.22770536185884
614,1029,0
615,112,36.68787265568828
615,336,0
616,1174,0
616,1347,91.48223871331527
616,1175,0
617,1053,88.60786719362365
618,310,7.304858412117643
618,1325,43.68099667268942
618,1120,39.74745031327443
619,1495,68.86465978029564
619,93,0
620,1178,54.54354759555743
621,215,87.38402296773315
621,48,0
622,887,5.465072138937989
622,1399,5.983292120872205
622,172,9.042758872972767
622,1611,66.91204897435932
622,1233,32.47372799556417
623,1210,0
623,442,16.39146379826314
623,443,32.40483693356451
623,445,16.079327213422538
623,444,29.982241150960704
623,70,11.58494570567493
623,167,11.090747698145318
623,966,10.345239021820756
623,1334,9.610922978496452
623,1308,0.004779983869810374
624,118,23.851819640934966
624,1452,0
625,1054,12.054530695912707
625,157,0
626,916,0
626,177,0
626,1409,25.614878488854323
626,723,0.001236239231641429
626,1209,25.613642249622686
627,164,47.813805537714615
628,1075,0
628,38,0
628,1429,82.21921916437786
629,1117,0
629,1174,48.76474136094644
629,1347,0
630,1230,27.964253199236023
630,1033,32.171385406124486
630,805,0
630,1634,0
631,1304,46.06517122512409
631,1369,0
631,928,0
632,332,63.53947279582948
632,1357,0
633,1065,50.05229044795627
633,213,5
634,87,0
634,658,40.60385459637659
634,814,26.31044639516476
634,426,24.15068414828038
634,427,22.55598626568421
634,1003,23.673667167091814
635,258,0
635,1052,28.058695621873717
635,1339,16.253411699825712
636,1600,0
636,804,50.60281498503767
636,515,8.82267486887912
636,644,15.156650901937795
636,1313,15.041028228051855
636,830,14.081405887510236
636,1155,0
637,17,0
637,781,134.06487130244412
637,1425,22.80350850198276
638,126,7.234334862836122
638,209,0
638,48,75.96051605933177
638,215,0
639,137,151.16645756456109
639,821,0
639,193,0
640,830,0
640,1155,26.419689627245813
640,402,0
641,1575,18.458220117086412
641,1253,25.310870391962673
641,951,7.973613509360345
641,1582,6.409380093559736
642,614,12.441935549218298
642,1356,45.77413378818852
642,342,10
643,931,0.016993663388763146
643,1205,69.50177581639447
644,867,7.802178526731166
644,624,13.533559409149577
644,1340,26.680105062642895
644,802,48.4316793021173
644,1617,41.372197980055816
645,22,62.02307317609105
646,1283,0
646,106,154.43273352823985
647,249,0
647,1327,60.728905802755904
647,15,0
648,1468,17.046161052829667
649,277,11.107204868959537
649,1137,20.37329681394267
649,279,7.731645372238952
649,579,73.41329383696004
650,55,103.31566311754138
650,1055,78.32877299895566
650,387,0
650,1419,0
650,95,1.584466381814081
650,277,17.515971362262377
651,285,79.17701686727027
652,1512,14.4613356364763
652,900,24.247214580629603
653,1239,69.14765105212035
653,1479,0.0020775504810304772
654,596,14.793672939916803
654,933,6.551856624728332
654,1613,0
654,1335,24.432640812991725
654,1179,32.53509657984411
654,419,27.2721666354875
654,1292,7.9799125122680525
654,1089,8.325763565416523
655,1156,0
655,1262,49.322876351093754
655,882,5.855625361754005
656,1133,31.70641498915912
656,375,20.27393213868097
656,456,13.227660979304826
656,376,40.24162337682194
656,495,21.306628565399897
656,496,18.683904161414713
656,494,22.44005778602531
656,1469,20.915763647670452
656,166,0
657,1477,76.8030251711609
657,1252,0
657,1504,17.55727997123566
658,719,11.008949865328677
658,475,14.932153607377728
658,1392,11.026604191652504
659,19,0
659,963,49.040799340956916
660,1400,0
660,883,32.17774566566554
660,921,32.17774566566554
660,738,0
661,296,63.215519163141174
661,711,0
662,1033,0
662,805,61.35288156423608
662,958,77.19296688245348
662,1086,0
663,1490,0.0155701905514768
663,1489,19.60997310246833
663,1478,0
664,654,62.51533094560743
664,1476,22.054889254280738
665,173,23.705989407706433
665,1631,9.487326630225791
665,1586,6.108021731525113
665,28,4.462539590820517
665,500,3.1238637452499196
665,457,2.8691869154234215
665,1045,15.79689925390036
665,29,2.906517411246347
665,144,6.692880849540794
665,26,6.178043861038175
665,27,14.345072984282178
665,145,11.523226061354123
665,463,17.341597035239623
665,1391,16.373578470660696
665,218,4.990548112916818
665,922,0
665,195,5.659136048902223
665,10,4.968433941350774
665,947,0
666,1048,41.969623514006805
666,53,51.69982568656953
666,1153,0
667,871,47.30835282688862
667,1447,55.120756467978794
667,760,0
668,1524,4.376527964126705
668,1526,12.69233324533096
668,1522,0
668,1637,8.874586359258378
668,1525,5.046811142814389
668,1528,0
669,1405,41.708334659099414
669,546,29.063015664121725
669,66,0
670,1144,0.003844749521693608
670,1057,0
670,1129,30.086186782924575
